accession,taxid,superkingdom,phylum,class,order,family,genus,species
MW323040.1,175124,NA,Chordata,Aves,Passeriformes,Melanocharitidae,Melanocharis,Melanocharis nigra
MW323037.1,2794619,NA,Chordata,Aves,Passeriformes,Melanocharitidae,Melanocharis,Melanocharis longicauda
MW323032.1,2794625,NA,Chordata,Aves,Passeriformes,Melanocharitidae,Melanocharis,Melanocharis citreola
MW323030.1,2794620,NA,Chordata,Aves,Passeriformes,Melanocharitidae,Melanocharis,Melanocharis arfakiana
MT859134.1,319776,NA,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae,Paralichthys,Paralichthys californicus
MW788642.1,2028055,NA,Chordata,Lepidosauria,Squamata,Colubridae,Opisthotropis,Opisthotropis kuatunensis
MN398650.1,2703934,NA,Chordata,Actinopteri,Lutjaniformes,Lutjanidae,Lutjanus,Lutjanus fulgens
MN066612.1,2494322,NA,Chordata,Actinopteri,Kurtiformes,Apogonidae,Taeniamia,Taeniamia macroptera
MW856906.1,162982,NA,Chordata,Actinopteri,Perciformes,Percidae,Etheostoma,Etheostoma variatum
MW856896.1,320562,NA,Chordata,Actinopteri,Gobiiformes,Gobiidae,Neogobius,Neogobius fluviatilis
MW856893.1,54337,NA,Chordata,Actinopteri,Perciformes,Percidae,Etheostoma,Etheostoma nigrum
MW856892.1,54317,NA,Chordata,Actinopteri,Perciformes,Percidae,Percina,Percina caprodes
MW856889.1,67539,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Couesius,Couesius plumbeus
MW856879.1,300304,NA,Chordata,Actinopteri,Atheriniformes,Atherinopsidae,Labidesthes,Labidesthes sicculus
MW856878.1,67550,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Notropis,Notropis atherinoides
MW856870.1,163831,NA,Chordata,Actinopteri,Perciformes,Percidae,Percina,Percina roanoka
MW969691.1,1221224,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Cyprinus,Cyprinus rubrofuscus
MZ047229.1,993561,NA,Chordata,Actinopteri,Cypriniformes,Gastromyzontidae,Liniparhomaloptera,Liniparhomaloptera qiongzhongensis
MW430026.1,2483472,NA,Chordata,Lepidosauria,Squamata,Xenopeltidae,Xenopeltis,Xenopeltis hainanensis
MN011548.1,316358,NA,Chordata,Actinopteri,Kurtiformes,Apogonidae,Jaydia,Jaydia carinatus
MW181768.1,1955233,NA,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salvelinus,Salvelinus sp. 4 ADK-2017
MW795354.1,327706,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Oreinus,Oreinus rotundimaxillaris
MW795353.1,327705,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Oreinus,Oreinus meridionalis
MW786773.1,369652,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Oreinus,Oreinus myzostomus
MW786772.1,1080300,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Percocypris,Percocypris tchangi
MW528216.1,303935,NA,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus perezii
MK940327.1,2023228,NA,Chordata,Mammalia,Eulipotyphla,Soricidae,Chodsigoa,Chodsigoa hoffmanni
MW629122.1,667152,NA,Chordata,Aves,Passeriformes,Dicaeidae,Dicaeum,Dicaeum cruentatum
MW629121.1,667150,NA,Chordata,Aves,Passeriformes,Dicaeidae,Dicaeum,Dicaeum chrysorrheum
MW929090.1,180448,NA,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,Motacilla flava
MW929088.1,1603858,NA,Chordata,Aves,Passeriformes,Motacillidae,Dendronanthus,Dendronanthus indicus
KU833245.2,94858,NA,Chordata,Lepidosauria,Squamata,Colubridae,Pituophis,Pituophis catenifer
MK541900.1,2834347,NA,Chordata,Actinopteri,Gobiiformes,Gobiidae,Taenioides,Taenioides sp. XM-2018
MK541899.1,2834346,NA,Chordata,Actinopteri,Gobiiformes,Gobiidae,Taenioides,Taenioides sp. B-2018
MK541898.1,2834345,NA,Chordata,Actinopteri,Gobiiformes,Gobiidae,Taenioides,Taenioides sp. A-2018
MT789706.1,99804,NA,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo trutta
MT789704.1,2109336,NA,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo ischchan
MW788326.1,2602795,NA,Chordata,Lepidosauria,Squamata,Agamidae,Diploderma,Diploderma vela
MW864331.1,174792,NA,Chordata,Lepidosauria,Squamata,Gymnophthalmidae,Loxopholis,Loxopholis percarinatum
MT484070.1,304018,NA,Chordata,Actinopteri,Characiformes,Acestrorhamphidae,Hemigrammus,Hemigrammus erythrozonus
MT484069.1,1940316,NA,Chordata,Actinopteri,Characiformes,Acestrorhamphidae,Hyphessobrycon,Hyphessobrycon amandae
MN832874.1,1907133,NA,Chordata,Actinopteri,Beloniformes,Adrianichthyidae,Oryzias,Oryzias uwai
MT323116.1,510768,NA,Chordata,Actinopteri,Siluriformes,Loricariidae,Otocinclus,Otocinclus affinis
MT605049.1,439328,NA,Chordata,Mammalia,Artiodactyla,Giraffidae,Giraffa,Giraffa tippelskirchi
MT605021.1,439324,NA,Chordata,Mammalia,Artiodactyla,Giraffidae,Giraffa,Giraffa camelopardalis
MT605016.1,439326,NA,Chordata,Mammalia,Artiodactyla,Giraffidae,Giraffa,Giraffa camelopardalis
MK359635.1,186474,NA,Chordata,Mammalia,Rodentia,Muridae,Rhombomys,Rhombomys opimus
MW015093.1,179537,NA,Chordata,Actinopteri,Perciformes,Serranidae,Hyporthodus,Hyporthodus haifensis
MW566786.1,445392,NA,Chordata,Actinopteri,Siluriformes,Ariidae,Osteogeneiosus,Osteogeneiosus militaris
MW338659.1,357592,NA,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus mupinensis
MW849292.1,76058,NA,Chordata,Aves,Anseriformes,Anatidae,Somateria,Somateria mollissima
MW849290.1,50367,NA,Chordata,Aves,Anseriformes,Anatidae,Somateria,Somateria fischeri
MW849289.1,234623,NA,Chordata,Aves,Anseriformes,Anatidae,Polysticta,Polysticta stelleri
MW849287.1,279951,NA,Chordata,Aves,Anseriformes,Anatidae,Lophodytes,Lophodytes cucullatus
MW849286.1,279934,NA,Chordata,Aves,Anseriformes,Anatidae,Bucephala,Bucephala albeola
MW849283.1,107022,NA,Chordata,Aves,Anseriformes,Anatidae,Bucephala,Bucephala clangula
MW849281.1,40833,NA,Chordata,Aves,Anseriformes,Anatidae,Bucephala,Bucephala islandica
MW849280.1,371863,NA,Chordata,Aves,Anseriformes,Anatidae,Melanitta,Melanitta perspicillata
MW849279.1,2830144,NA,Chordata,Aves,Anseriformes,Anatidae,Melanitta,Melanitta deglandi
MK078265.1,42330,NA,Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,Acipenser naccarii
MG833030.1,201300,NA,Chordata,Aves,Passeriformes,Sylviidae,Fulvetta,Fulvetta cinereiceps
MW762597.1,263546,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Neolissochilus,Neolissochilus heterostomus
MW073828.1,1297064,NA,Chordata,Mammalia,Sirenia,Trichechidae,Trichechus,Trichechus manatus
MW715684.1,2301582,NA,Chordata,Actinopteri,Siluriformes,Sisoridae,Parachiloglanis,Parachiloglanis hodgarti
MW491934.1,2828882,NA,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus kudarensis
MW623735.1,381029,NA,Chordata,Aves,Passeriformes,Monarchidae,Symposiachrus,Symposiachrus trivirgatus
MW623688.1,338457,NA,Chordata,Aves,Passeriformes,Monarchidae,Symposiachrus,Symposiachrus guttula
MW623663.1,1770585,NA,Chordata,Aves,Passeriformes,Monarchidae,Symposiachrus,Symposiachrus bimaculatus
MW697084.1,527806,NA,Chordata,Lepidosauria,Squamata,Acrochordidae,Plagiopholis,Plagiopholis styani
MW272554.1,2777982,NA,Chordata,Lepidosauria,Squamata,Homalopsidae,Myanophis,Myanophis thanlyinensis
MT670416.1,2586744,NA,Chordata,Actinopteri,Anabantiformes,Aenigmachannidae,Aenigmachanna,Aenigmachanna gollum
MW080628.1,2826937,NA,Chordata,Actinopteri,Cypriniformes,Gobionidae,Belligobio,Belligobio pengxianensis
MW423580.1,334914,NA,Chordata,Actinopteri,Perciformes,Serranidae,Cephalopholis,Cephalopholis miniata
MW541938.1,1396860,NA,Chordata,Actinopteri,Characiformes,Anostomidae,Abramites,Abramites hypselonotus
MT044302.1,273913,NA,Chordata,Mammalia,Artiodactyla,Camelidae,Vicugna,Vicugna pacos
MW292561.1,209228,NA,Chordata,Actinopteri,Anabantiformes,Osphronemidae,Betta,Betta smaragdina
CP071572.1,415978,NA,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa
MK167360.1,187010,NA,Chordata,Mammalia,Chiroptera,Vespertilionidae,Nyctalus,Nyctalus aviator
MK995024.1,56640,NA,Chordata,Mammalia,Artiodactyla,Bovidae,Bubalus,Bubalus quarlesi
MN242829.1,238556,NA,Chordata,Actinopteri,Siluriformes,Pimelodidae,Sorubim,Sorubim lima
MW289207.1,425503,NA,Chordata,Actinopteri,Cypriniformes,Gastromyzontidae,Vanmanenia,Vanmanenia hainanensis
MW401673.1,2820807,NA,Chordata,Mammalia,Rodentia,Cricetidae,Dicrostonyx,Dicrostonyx torquatus
MN935776.1,9994,NA,Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota marmota
MW574480.1,2816913,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Sinocyclocheilus,Sinocyclocheilus sp. n. YK-2021
MT671408.1,2815729,NA,Chordata,Mammalia,Artiodactyla,Cervidae,Muntiacus,Muntiacus muntjak
MT671404.1,2815728,NA,Chordata,Mammalia,Artiodactyla,Cervidae,Muntiacus,Muntiacus muntjak
BK013062.1,7994,NA,Chordata,Actinopteri,Characiformes,Acestrorhamphidae,Astyanax,Astyanax mexicanus
BK013055.1,178766,NA,Chordata,Actinopteri,Characiformes,Acestrorhamphidae,Astyanax,Astyanax aeneus
MN583180.1,2722916,NA,Chordata,Actinopteri,Gymnotiformes,Gymnotidae,Gymnotus,Gymnotus cuia
MW355488.1,933222,NA,Chordata,Actinopteri,Cypriniformes,Xenocyprididae,Opsariichthys,Opsariichthys uncirostris
MW257206.1,1215600,NA,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus arctos
MN105127.1,994860,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Leuciscus,Leuciscus waleckii
MW080645.1,2804017,NA,Chordata,Actinopteri,Lophiiformes,Ogcocephalidae,Dibranchus,Dibranchus sp. YXL-2021
MT063039.1,1028180,NA,Chordata,Actinopteri,Salmoniformes,Salmonidae,Thymallus,Thymallus grubii
MW300344.1,335690,NA,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus clarkii
MW300342.1,209197,NA,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus gilae
MW300323.1,2800627,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Cyprinella,Cyprinella formosa
MG570451.1,520989,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Notropis,Notropis bifrenatus
KU985074.1,40147,NA,Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,Acipenser oxyrinchus
MW019443.1,31138,NA,Chordata,NA,Testudines,Emydidae,Trachemys,Trachemys scripta
MW122292.1,365644,NA,Chordata,NA,Testudines,Emydidae,Trachemys,Trachemys scripta
MT501372.1,3358779,NA,Chordata,Actinopteri,Cypriniformes,Catostomidae,Pantosteus,Pantosteus jarrovii
MT501369.1,545164,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Alburnops,Alburnops simus
MT667252.1,269058,NA,Chordata,Actinopteri,Esociformes,Esocidae,Esox,Esox americanus
MT667239.1,2742995,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Rhinichthys,Rhinichthys osculus
MT667237.1,185430,NA,Chordata,Actinopteri,Esociformes,Esocidae,Esox,Esox americanus
KC516778.1,1171130,NA,Chordata,Mammalia,Eulipotyphla,Talpidae,Uropsilus,Uropsilus aequodonenia
MN038168.1,1868624,NA,Chordata,Mammalia,Eulipotyphla,Soricidae,Chodsigoa,Chodsigoa smithii
MK805519.1,3241093,NA,Chordata,Mammalia,Rodentia,Cricetidae,Alexandromys,Alexandromys fortis
MN807597.1,2781602,NA,Chordata,Mammalia,Rodentia,Muridae,Hybomys,Hybomys sp. n. VVB-2020
MT428068.1,2781593,NA,Chordata,Actinopteri,Characiformes,Acestrorhamphidae,Astyanax,Astyanax sp. n. IRO-2020
MN617828.1,508048,NA,Chordata,Actinopteri,Gobiiformes,Gobiidae,Favonigobius,Favonigobius reichei
MT880605.1,2779943,NA,Chordata,Chondrichthyes,Chimaeriformes,Chimaeridae,Chimaera,Chimaera sp. JHL-2020
MT731652.1,417380,NA,Chordata,Lepidosauria,Squamata,Viperidae,Gloydius,Gloydius changdaoensis
MT408187.1,2776657,NA,Chordata,Mammalia,Rodentia,Muridae,Myomyscus,Myomyscus sp. VVB-2020
MG772558.1,860373,NA,Chordata,Amphibia,Anura,Hylidae,Pithecopus,Pithecopus megacephalus
MN935768.1,2495590,NA,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus thibetanus
MH345726.1,1790040,NA,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona,Ochotona thibetana
MN864240.2,40691,NA,Chordata,Actinopteri,Perciformes,Nototheniidae,Trematomus,Trematomus lepidorhinus
MT780875.1,2772295,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Cyprinus,Cyprinus carpio
MT081402.1,2768090,NA,Chordata,Actinopteri,Siluriformes,Loricariidae,Hypostomus,Hypostomus sp. LAGEEVO-1737
MT396945.1,2768089,NA,Chordata,Actinopteri,Siluriformes,Loricariidae,Hypostomus,Hypostomus sp. LAGEEVO-1744
MN539746.1,1701145,NA,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus tibetanus
MK213064.2,2762575,NA,Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,Acipenser stellatus
MT363637.1,192376,NA,Chordata,Actinopteri,Perciformes,Hexagrammidae,Hexagrammos,Hexagrammos agrammus
MT363636.1,238233,NA,Chordata,Actinopteri,Cichliformes,Cichlidae,Heros,Heros severus
MT561500.1,509070,NA,Chordata,Lepidosauria,Squamata,Dipsadidae,Hypsiglena,Hypsiglena jani
MT561499.1,509062,NA,Chordata,Lepidosauria,Squamata,Dipsadidae,Hypsiglena,Hypsiglena affinis
MT561495.1,509155,NA,Chordata,Lepidosauria,Squamata,Dipsadidae,Hypsiglena,Hypsiglena sp. 1 DGM-2008
MK840863.1,1604535,NA,Chordata,Actinopteri,Cypriniformes,Gobionidae,Squalidus,Squalidus chankaensis
MN868249.1,9105,NA,Chordata,Aves,Galliformes,Phasianidae,Arborophila,Arborophila torqueola
MN868248.1,2691922,NA,Chordata,Aves,Galliformes,Phasianidae,Arborophila,Arborophila rubrirostris
MN868247.1,2691919,NA,Chordata,Aves,Galliformes,Phasianidae,Arborophila,Arborophila orientalis
MN868246.1,2691901,NA,Chordata,Aves,Galliformes,Phasianidae,Arborophila,Arborophila mandellii
MN868245.1,338144,NA,Chordata,Aves,Galliformes,Phasianidae,Arborophila,Arborophila javanica
MN868244.1,2691920,NA,Chordata,Aves,Galliformes,Phasianidae,Arborophila,Arborophila hyperythra
MN868243.1,604435,NA,Chordata,Aves,Galliformes,Phasianidae,Arborophila,Arborophila gingica
MN868242.1,1344024,NA,Chordata,Aves,Galliformes,Phasianidae,Arborophila,Arborophila crudigularis
MN868241.1,2691900,NA,Chordata,Aves,Galliformes,Phasianidae,Arborophila,Arborophila cambodiana
MN868239.1,1579497,NA,Chordata,Aves,Galliformes,Phasianidae,Arborophila,Arborophila atrogularis
MN864250.1,585234,NA,Chordata,Actinopteri,Cypriniformes,Gobionidae,Gobio,Gobio coriparoides
MT588108.1,109482,NA,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis blythii
MH644033.1,2748370,NA,Chordata,Actinopteri,Cypriniformes,Botiidae,Leptobotia,Leptobotia punctata
MT554195.1,107201,NA,Chordata,Aves,Passeriformes,Monarchidae,Terpsiphone,Terpsiphone paradisi
MH349094.1,65694,NA,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura sibirica
MT632636.1,329114,NA,Chordata,Actinopteri,Cypriniformes,Gobionidae,Gobio,Gobio macrocephalus
MT632635.1,1573833,NA,Chordata,Actinopteri,Cypriniformes,Gobionidae,Gobio,Gobio acutipinnatus
MN883565.1,328550,NA,Chordata,Actinopteri,Cypriniformes,Gobionidae,Pseudogobio,Pseudogobio guilinensis
MT258987.1,2747431,NA,Chordata,Actinopteri,Gobiiformes,Gobiidae,Acanthogobius,Acanthogobius stigmothonus
MF683387.1,8966,NA,Chordata,Aves,Accipitriformes,Accipitridae,Gyps,Gyps coprotheres
MK726305.1,2488307,NA,Chordata,Actinopteri,Cypriniformes,NA,NA,Cyprinus carpio haematopterus x Megalobrama amblycephala
MK617319.1,2572616,NA,Chordata,Actinopteri,Siluriformes,Sisoridae,Pareuchiloglanis,Pareuchiloglanis myzostoma
MK580979.1,429326,NA,Chordata,NA,Testudines,Geoemydidae,Pangshura,Pangshura sylhetensis
MN082047.1,2743580,NA,Chordata,Actinopteri,Siluriformes,Sisoridae,Pseudecheneis,Pseudecheneis immaculata
MN082046.1,1107535,NA,Chordata,Actinopteri,Siluriformes,Sisoridae,Glyptothorax,Glyptothorax deqinensis
MH127918.1,293146,NA,Chordata,Actinopteri,Gobiiformes,Gobiidae,Rhinogobius,Rhinogobius duospilus
MN427890.1,1591004,NA,Chordata,Lepidosauria,Squamata,Colubridae,Hebius,Hebius optatus
MT430939.1,65382,NA,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus,Cervus canadensis
MN402459.1,255458,NA,Chordata,Actinopteri,Perciformes,Percidae,Ammocrypta,Ammocrypta beanii
MT364327.1,86932,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Tiaroga,Tiaroga cobitis
MT199211.1,586808,NA,Chordata,Actinopteri,Gobiiformes,Gobiidae,Cryptocentrus,Cryptocentrus cinctus
MT199208.1,80977,NA,Chordata,Actinopteri,NA,Pomacentridae,Chromis,Chromis viridis
MK600518.1,293900,NA,Chordata,Actinopteri,Beloniformes,Zenarchopteridae,Zenarchopterus,Zenarchopterus buffonis
MT333789.1,551206,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Notropis,Notropis lutipinnis
MN646174.1,51873,NA,Chordata,Lepidosauria,Squamata,Boidae,Eryx,Eryx tataricus
MK936042.1,476925,NA,Chordata,Actinopteri,Perciformes,Cottidae,Megalocottus,Megalocottus platycephalus
MT319027.1,48915,NA,Chordata,Actinopteri,Spariformes,Sparidae,Diplodus,Diplodus puntazzo
MT023107.1,581038,NA,Chordata,Actinopteri,Gerreiformes,Gerreidae,Gerres,Gerres decacanthus
MN075144.1,332416,NA,Chordata,Actinopteri,Gerreiformes,Gerreidae,Gerres,Gerres erythrourus
MT192937.1,630683,NA,Chordata,Actinopteri,Gadiformes,Muraenolepididae,Muraenolepis,Muraenolepis orangiensis
MT028278.1,166293,NA,Chordata,Mammalia,Carnivora,Mustelidae,Martes,Martes americana
MT157320.1,948031,NA,Chordata,Actinopteri,Gadiformes,Macrouridae,Macrourus,Macrourus whitsoni
MT181966.1,369483,NA,Chordata,Aves,Passeriformes,Petroicidae,Petroica,Petroica multicolor
MN326850.1,137712,NA,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus subterraneus
MN848144.1,2183816,NA,Chordata,Aves,Passeriformes,Leiothrichidae,Argya,Argya affinis
MH204885.1,435155,NA,Chordata,Actinopteri,Aulopiformes,Synodontidae,Harpadon,Harpadon nehereus
MN816320.1,2719127,NA,Chordata,Mammalia,Chiroptera,Pteropodidae,Epomophorus,Epomophorus sp. MNHN ZM 2011-760
MN816314.1,2719126,NA,Chordata,Mammalia,Chiroptera,Pteropodidae,Epomophorus,Epomophorus sp. MNHN ZM 2011-726
MN816306.1,2719125,NA,Chordata,Mammalia,Chiroptera,Pteropodidae,Dobsonia,Dobsonia sp. 050810x2F
KY073263.1,89026,NA,Chordata,Lepidosauria,Squamata,Agamidae,Draco,Draco maculatus
MK469961.1,2714991,NA,Chordata,Mammalia,Carnivora,Felidae,Acinonyx,Acinonyx jubatus
MK775531.1,34996,NA,Chordata,Lepidosauria,Squamata,Elapidae,Emydocephalus,Emydocephalus ijimae
MN510443.1,399147,NA,Chordata,Actinopteri,Scombriformes,Gempylidae,Paradiplospinus,Paradiplospinus antarcticus
MN842722.1,135761,NA,Chordata,Actinopteri,Centrarchiformes,Percichthyidae,Maccullochella,Maccullochella peelii
MK291479.1,2709802,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Cyprinus,Cyprinus carpio
MK263671.1,3359282,NA,Chordata,Actinopteri,Characiformes,Acestrorhamphidae,Petitella,Petitella bleheri
MK344191.1,2707053,NA,Chordata,Actinopteri,Perciformes,Platycephalidae,Platycephalus,Platycephalus sp. 1 JJX-2020
MN481404.1,60466,NA,Chordata,Aves,Psittaciformes,Psittacidae,Agapornis,Agapornis personatus
MK344184.1,1150470,NA,Chordata,Actinopteri,Clupeiformes,Engraulidae,Thryssa,Thryssa dussumieri
MN145877.1,307943,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Sinocyclocheilus,Sinocyclocheilus microphthalmus
MN122937.1,161584,NA,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,Syngnathus acus
MN122922.1,146480,NA,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes marinus
MN122889.1,84621,NA,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes tobianus
MN122888.1,426098,NA,Chordata,Actinopteri,Perciformes,Triglidae,Eutrigla,Eutrigla gurnardus
MN122886.1,27771,NA,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Limanda,Limanda limanda
MN122854.1,441903,NA,Chordata,Actinopteri,Gobiiformes,Gobiidae,Crystallogobius,Crystallogobius linearis
MN122842.1,225753,NA,Chordata,Actinopteri,Gobiiformes,Gobiidae,Pomatoschistus,Pomatoschistus microps
MN122825.1,34817,NA,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Hippoglossoides,Hippoglossoides platessoides
MN122902.1,54292,NA,Chordata,Mammalia,Rodentia,Muridae,Apodemus,Apodemus flavicollis
MN122863.1,56324,NA,Chordata,Aves,Passeriformes,Laniidae,Lanius,Lanius collurio
MN122849.1,48895,NA,Chordata,Aves,Passeriformes,Paridae,Poecile,Poecile montanus
MN122878.1,8324,NA,Chordata,Amphibia,Caudata,Salamandridae,Lissotriton,Lissotriton vulgaris
MN597062.1,2697543,NA,Chordata,Aves,Passeriformes,Locustellidae,Locustella,Locustella castanea
MK757491.1,2315480,NA,Chordata,Actinopteri,Cypriniformes,Xenocyprididae,Anabarilius,Anabarilius brevianalis
MK747249.1,1046852,NA,Chordata,Mammalia,Chiroptera,Vespertilionidae,Murina,Murina shuipuensis
MK775532.1,34990,NA,Chordata,Lepidosauria,Squamata,Elapidae,Hydrophis,Hydrophis melanocephalus
MK775530.1,8688,NA,Chordata,Lepidosauria,Squamata,Elapidae,Hydrophis,Hydrophis platurus
MN125373.1,322143,NA,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus borealoides
MH939287.1,218793,NA,Chordata,Mammalia,Rodentia,Cricetidae,Melanomys,Melanomys caliginosus
MK239310.1,364157,NA,Chordata,Actinopteri,Centrarchiformes,Percichthyidae,Percilia,Percilia gillissi
MN217252.1,662061,NA,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,Motacilla tschutschensis
MN845757.1,397097,NA,Chordata,Mammalia,Rodentia,Muridae,Hylomyscus,Hylomyscus walterverheyeni
MN845743.1,1216344,NA,Chordata,Mammalia,Rodentia,Muridae,Hylomyscus,Hylomyscus denniae
MN845738.1,41265,NA,Chordata,Mammalia,Rodentia,Muridae,Hylomyscus,Hylomyscus stella
MN845720.1,337584,NA,Chordata,Mammalia,Rodentia,Muridae,Hylomyscus,Hylomyscus simus
MN845701.1,913014,NA,Chordata,Mammalia,Rodentia,Muridae,Hylomyscus,Hylomyscus pamfi
MN845689.1,2695852,NA,Chordata,Mammalia,Rodentia,Muridae,Hylomyscus,Hylomyscus heinrichorum
MN845681.1,248796,NA,Chordata,Mammalia,Rodentia,Muridae,Hylomyscus,Hylomyscus denniae
MN845672.1,1427028,NA,Chordata,Mammalia,Rodentia,Muridae,Hylomyscus,Hylomyscus arcimontensis
MN845661.1,1254423,NA,Chordata,Mammalia,Rodentia,Muridae,Hylomyscus,Hylomyscus anselli
MK951678.1,8142,NA,Chordata,Actinopteri,Cichliformes,Cichlidae,Oreochromis,Oreochromis tanganicae
MN515396.1,471714,NA,Chordata,Aves,Psittaciformes,Psittaculidae,Lorius,Lorius chlorocercus
MN319701.1,98816,NA,Chordata,Actinopteri,Spariformes,Sparidae,Pagrus,Pagrus caeruleostictus
MK051002.1,2483883,NA,Chordata,Aves,Passeriformes,Scotocercidae,Horornis,Horornis fortipes
KY441640.1,2866269,NA,Chordata,Amphibia,Anura,Dicroglossidae,Quasipaa,Quasipaa robertingeri
KY021065.1,189512,NA,Chordata,Actinopteri,Anguilliformes,Ophichthidae,Xyrias,Xyrias revulsus
MK530706.1,1479095,NA,Chordata,Actinopteri,Gymnotiformes,Sternopygidae,Sternopygus,Sternopygus dariensis
MK747248.1,177185,NA,Chordata,Mammalia,Chiroptera,Vespertilionidae,Murina,Murina cyclotis
